X,Sample.ID,Download.Source,TLD,Download.Speed,Ping.Time.To.Server,File.Size.Bytes,How.Many.Times.File.Seen,Executable.Code.Maybe.Present.in.Headers,Calls.To.Low.level.System.Libraries,Evidence.of.Code.Obfuscation,Threads.Started,Mean.Word.Length.of.Extracted.Strings,Similarity.Score,Actually.Malicious,Initial.Statistical.Analysis
42097,149365,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,665,12569254,445,NO,1364,NO,1,4.29,-0.8318642,YES,Correctly Identified as Malware
42103,149389,Wordpress Powered Web Site,.com,Less than 100 KB/s,80,8111579,519,NO,769,YES,1,5.26,-1.997588,YES,Correctly Identified as Malware
42107,149401,Wordpress Powered Web Site,.com,Less than 100 KB/s,48,7588652,565,NO,709,YES,1,4.56,-1.91517,NO,Correctly Identified as Clean
42108,149410,Wordpress Powered Web Site,.com,Less than 100 KB/s,380,11387405,513,NO,1192,YES,1,5.37,0.5009616,YES,Correctly Identified as Malware
42112,149433,Wordpress Powered Web Site,.edu,Less than 100 KB/s,134,4548043,569,NO,387,YES,1,5.5,-1.627616,YES,Incorrectly Identified as Clean
42115,149440,Well Known Software Download Websites,.net,Less than 100 KB/s,193,4884016,344,NO,420,YES,1,5.36,-0.1470321,NO,Incorrectly Identified as Malware
42118,149451,Well Known Software Download Websites,.gov,Less than 100 KB/s,452,866784,462,YES,66,YES,1,5.55,-1.645653,NO,Correctly Identified as Clean
42125,149473,Linked Directly to Google Search Result,.com,Less than 100 KB/s,191,603082,658,NO,45,YES,1,4.43,0.2827013,NO,Correctly Identified as Clean
42128,149499,Linked Directly to Google Search Result,.com,Less than 100 KB/s,271,1821361,622,NO,143,YES,1,5.31,-0.1131196,YES,Correctly Identified as Malware
42132,149512,Well Known Software Download Websites,.com,Less than 100 KB/s,130,4156673,579,NO,350,YES,1,4.82,0.8692576,NO,Incorrectly Identified as Malware
42133,149515,Linked Directly to Google Search Result,.net,Less than 100 KB/s,699,6780284,624,NO,618,NO,1,5.67,-0.9765267,YES,Incorrectly Identified as Clean
42135,149518,Well Known Software Download Websites,.net,Less than 100 KB/s,137,186438,587,NO,13,YES,1,5.84,2.129499,YES,Incorrectly Identified as Clean
42143,149539,Linked Directly to Google Search Result,.com,Less than 100 KB/s,93,681922,583,NO,51,YES,1,5.69,0.8732848,YES,Incorrectly Identified as Clean
42145,149545,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,339,9037712,704,YES,882,NO,1,5.5,1.279134,NO,Correctly Identified as Clean
42147,149554,Linked Directly to Google Search Result,.com,Less than 100 KB/s,199,776527,589,NO,59,NO,1,5.5,-2.214434,YES,Correctly Identified as Malware
42148,149555,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,40,8388923,481,NO,802,NO,1,4.33,1.899483,YES,Correctly Identified as Malware
42152,149561,Linked Directly to Google Search Result,.com,Less than 100 KB/s,208,662193,560,NO,50,YES,1,5.34,-1.121483,YES,Correctly Identified as Malware
42160,149591,Linked Directly to Google Search Result,.net,Less than 100 KB/s,324,5672487,558,NO,500,NO,1,5.41,-0.2424493,NO,Correctly Identified as Clean
42161,149593,Well Known Software Download Websites,.com,1MB/s to 10MB/s,482,704333,415,NO,53,YES,1,4.54,-0.4672702,YES,Incorrectly Identified as Clean
42167,149621,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,368,1600514,574,YES,124,NO,1,4.69,1.045649,YES,Correctly Identified as Malware
42169,149633,Linked Directly to Google Search Result,.net,Less than 100 KB/s,121,2600288,500,NO,209,NO,1,4.96,0.174167,YES,Correctly Identified as Malware
42173,149640,Linked Directly to Google Search Result,.com,Less than 100 KB/s,362,9385185,525,YES,925,NO,1,5.58,-0.7198231,NO,Correctly Identified as Clean
42182,149658,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,102,18130716,567,NO,2325,NO,1,4.15,1.263321,YES,Incorrectly Identified as Clean
42184,149661,Wordpress Powered Web Site,.gov,Less than 100 KB/s,18,1608622,536,YES,125,YES,1,5,0.8641016,YES,Correctly Identified as Malware
42198,149700,Well Known Software Download Websites,.net,Less than 100 KB/s,451,4174775,566,NO,352,YES,1,5.34,1.291646,YES,Incorrectly Identified as Clean
42200,149712,Well Known Software Download Websites,.net,Less than 100 KB/s,543,10227020,539,YES,1034,YES,1,4.7,-0.008587291,NO,Correctly Identified as Clean
42205,149730,Well Known Software Download Websites,.org,Less than 100 KB/s,440,1368694,630,YES,106,YES,1,5.19,-1.391707,YES,Correctly Identified as Malware
42206,149731,Well Known Software Download Websites,.com,Less than 100 KB/s,595,8193823,653,YES,779,YES,1,4.56,0.07179472,NO,Incorrectly Identified as Malware
42208,149737,Well Known Software Download Websites,.net,Less than 100 KB/s,57,2659956,633,NO,214,YES,1,4.35,-0.9383557,NO,Correctly Identified as Clean
42217,149782,Well Known Software Download Websites,.com,1MB/s to 10MB/s,640,9087889,692,NO,888,YES,1,4.69,-0.2517469,YES,Incorrectly Identified as Clean
42219,149793,Well Known Software Download Websites,.com,Less than 100 KB/s,313,7071327,632,YES,650,NO,1,4.44,-1.132573,NO,Correctly Identified as Clean
42225,149815,Linked Directly to Google Search Result,.net,Less than 100 KB/s,645,9708822,708,NO,966,NO,1,5.68,-1.475226,YES,Incorrectly Identified as Clean
42227,149828,Wordpress Powered Web Site,.edu,Less than 100 KB/s,264,3203359,559,YES,262,NO,1,5.3,0.4789234,NO,Correctly Identified as Clean
42232,149843,Linked Directly to Google Search Result,.net,Less than 100 KB/s,188,3472068,563,NO,286,YES,1,5.42,2.22721,YES,Incorrectly Identified as Clean
42236,149863,Well Known Software Download Websites,.gov,Less than 100 KB/s,691,1643858,600,YES,128,NO,1,5.35,-1.232893,NO,Correctly Identified as Clean
42239,149872,Well Known Software Download Websites,.net,Less than 100 KB/s,166,10489762,542,YES,1069,YES,1,5.13,0.5120337,NO,Incorrectly Identified as Malware
42240,149883,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,304,9016332,658,YES,879,NO,1,4.95,-0.0292119,YES,Incorrectly Identified as Clean
42242,149887,Well Known Software Download Websites,.net,Less than 100 KB/s,241,7335741,613,YES,680,NO,1,4.81,0.7479298,NO,Incorrectly Identified as Malware
42245,149897,Well Known Software Download Websites,.gov,Less than 100 KB/s,516,236382,606,NO,17,YES,1,5.12,-1.198714,YES,Incorrectly Identified as Clean
42248,149906,Well Known Software Download Websites,.net,Less than 100 KB/s,204,8617448,525,YES,830,NO,1,5.26,-0.6339723,NO,Correctly Identified as Clean
42252,149914,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,204,10249756,870,NO,1037,NO,1,5.39,1.737285,YES,Correctly Identified as Malware
42253,149918,Wordpress Powered Web Site,.net,Less than 100 KB/s,338,4165111,559,NO,351,YES,1,5.19,-0.2408016,YES,Incorrectly Identified as Clean
42257,149926,Well Known Software Download Websites,.com,Less than 100 KB/s,444,11361081,596,NO,1188,NO,1,5.56,2.381587,NO,Correctly Identified as Clean
42259,149930,Wordpress Powered Web Site,.com,Less than 100 KB/s,39,7582700,636,NO,708,NO,1,5.53,0.4266064,YES,Correctly Identified as Malware
42262,149938,Linked Directly to Google Search Result,.net,Less than 100 KB/s,100,2692081,549,NO,217,NO,1,4.75,-0.3645754,NO,Correctly Identified as Clean
42263,149939,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,144,2130177,615,NO,168,YES,1,5.25,-0.05544578,NO,Incorrectly Identified as Malware
42264,149940,Wordpress Powered Web Site,.net,Less than 100 KB/s,366,16447110,560,NO,2005,YES,1,5.06,-0.4633266,YES,Correctly Identified as Malware
42265,149942,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,209,6487830,603,YES,586,YES,1,4.57,0.301901,YES,Correctly Identified as Malware
42267,149948,Well Known Software Download Websites,.gov,Less than 100 KB/s,167,6127843,516,NO,548,NO,1,5.7,-0.3483638,NO,Correctly Identified as Clean
42269,149955,Linked Directly to Google Search Result,.com,Less than 100 KB/s,104,2566064,554,NO,206,YES,1,4.99,-0.4098988,NO,Incorrectly Identified as Malware
42271,149969,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,119,14589105,733,YES,1682,YES,1,4.03,-1.749055,NO,Correctly Identified as Clean
42275,149995,Well Known Software Download Websites,.com,Less than 100 KB/s,495,2408564,520,NO,192,YES,1,5.19,-1.453541,NO,Correctly Identified as Clean
42276,149998,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,100,4765061,472,NO,409,YES,1,4.5,0.8999753,YES,Correctly Identified as Malware
42278,150002,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,115,17066144,650,NO,2119,YES,1,4.88,-1.287662,YES,Correctly Identified as Malware
42282,150013,Linked Directly to Google Search Result,.net,Less than 100 KB/s,473,735964,614,YES,55,YES,1,5.26,-0.2304332,YES,Correctly Identified as Malware
42286,150040,Git Repository,.net,Less than 100 KB/s,411,4468448,673,NO,380,NO,1,5.56,0.9141802,NO,Correctly Identified as Clean
42288,150050,Wordpress Powered Web Site,.net,Less than 100 KB/s,189,5912396,702,YES,525,YES,1,4.43,0.4001094,NO,Correctly Identified as Clean
42296,150077,Linked Directly to Google Search Result,.net,Less than 100 KB/s,711,14447074,736,NO,1658,NO,1,5.67,-0.4630998,YES,Correctly Identified as Malware
42300,150090,Git Repository,.net,1MB/s to 10MB/s,724,12420283,453,NO,1341,YES,1,4.71,-0.247225,YES,Incorrectly Identified as Clean
42303,150093,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,456,2041722,557,NO,161,YES,1,4.47,2.525319,YES,Correctly Identified as Malware
42307,150107,Linked Directly to Google Search Result,.com,Less than 100 KB/s,441,1369669,614,NO,106,YES,1,4.64,-0.6306833,NO,Correctly Identified as Clean
42308,150108,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,126,4461795,707,YES,379,NO,1,5.14,0.2682108,NO,Correctly Identified as Clean
42312,150124,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,201,2275456,646,YES,181,YES,1,4.19,-0.705623,NO,Correctly Identified as Clean
42315,150131,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,404,10986595,732,YES,1136,NO,1,4.96,1.335957,NO,Incorrectly Identified as Malware
42320,150146,Well Known Software Download Websites,.net,Less than 100 KB/s,106,1305418,552,YES,100,YES,1,4.98,1.3222,YES,Incorrectly Identified as Clean
42321,150148,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,339,9017678,610,NO,879,YES,1,5.86,-0.3775722,YES,Correctly Identified as Malware
42322,150149,Well Known Software Download Websites,.com,1MB/s to 10MB/s,426,5395969,515,YES,472,NO,1,5.17,0.3025991,NO,Incorrectly Identified as Malware
42324,150156,Linked Directly to Google Search Result,.com,Less than 100 KB/s,228,288196,529,NO,21,YES,1,5.03,1.07156,NO,Correctly Identified as Clean
42325,150163,Well Known Software Download Websites,.edu,Less than 100 KB/s,215,14221311,482,NO,1621,NO,1,5.43,0.05063697,NO,Correctly Identified as Clean
42330,150193,Linked Directly to Google Search Result,.com,Less than 100 KB/s,138,2399982,588,YES,191,YES,1,5.43,-1.837751,YES,Correctly Identified as Malware
42332,150217,Well Known Software Download Websites,.net,Less than 100 KB/s,146,13751639,550,YES,1546,NO,1,5.39,-0.1418137,NO,Correctly Identified as Clean
42336,150235,Linked Directly to Google Search Result,.net,Less than 100 KB/s,310,1598957,645,NO,124,NO,1,5.88,1.08349,YES,Correctly Identified as Malware
42337,150236,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,219,11420875,355,YES,1197,NO,1,4.31,0.3453812,YES,Correctly Identified as Malware
42339,150244,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,232,5782767,662,NO,511,YES,1,4.51,-0.1922315,NO,Correctly Identified as Clean
42342,150259,Well Known Software Download Websites,.net,1MB/s to 10MB/s,161,1245059,629,YES,96,NO,1,4.68,0.2090339,YES,Correctly Identified as Malware
42359,150325,Well Known Software Download Websites,.gov,Less than 100 KB/s,470,1519579,561,YES,118,YES,1,5.15,0.1557914,NO,Incorrectly Identified as Malware
42360,150328,Linked Directly to Google Search Result,.net,Less than 100 KB/s,349,6950330,488,NO,637,NO,1,5.3,1.204995,NO,Incorrectly Identified as Malware
42364,150336,Linked Directly to Google Search Result,.net,Less than 100 KB/s,198,21180698,498,NO,2977,YES,1,5.94,-2.480271,NO,Correctly Identified as Clean
42367,150342,Well Known Software Download Websites,.com,Less than 100 KB/s,406,3200647,538,YES,262,NO,1,5.33,-0.3113598,NO,Correctly Identified as Clean
42369,150349,Well Known Software Download Websites,.com,Less than 100 KB/s,407,3599167,559,NO,298,YES,1,6,-0.3975571,YES,Incorrectly Identified as Clean
42373,150361,Linked Directly to Google Search Result,.net,Less than 100 KB/s,239,11554099,557,YES,1216,YES,1,4.9,0.5964948,NO,Correctly Identified as Clean
42377,150386,Well Known Software Download Websites,.edu,Less than 100 KB/s,169,6067714,677,YES,541,YES,1,5.58,1.01559,YES,Correctly Identified as Malware
42378,150394,Linked Directly to Google Search Result,.net,Less than 100 KB/s,375,1428938,608,NO,110,NO,1,5.74,-0.9558001,NO,Correctly Identified as Clean
42380,150403,Git Repository,.net,Less than 100 KB/s,149,3392596,608,YES,279,NO,1,5.04,0.1060053,NO,Correctly Identified as Clean
42383,150416,Linked Directly to Google Search Result,.com,Less than 100 KB/s,170,8373398,460,YES,801,YES,1,5.23,-0.007469515,YES,Correctly Identified as Malware
42386,150422,Well Known Software Download Websites,.com,Less than 100 KB/s,199,12652711,527,YES,1376,YES,1,5.17,-1.067497,NO,Correctly Identified as Clean
42391,150441,Well Known Software Download Websites,.net,Less than 100 KB/s,159,17434714,599,YES,2189,YES,1,4.98,0.8641837,YES,Incorrectly Identified as Clean
42396,150455,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,64,4639450,574,NO,396,YES,1,5.18,-0.6534344,NO,Correctly Identified as Clean
42398,150462,Well Known Software Download Websites,.net,1MB/s to 10MB/s,342,73765,422,NO,5,YES,1,4.61,-0.7610982,YES,Correctly Identified as Malware
42399,150463,Well Known Software Download Websites,.net,Less than 100 KB/s,564,7686494,420,NO,720,YES,1,5.33,0.04977695,NO,Correctly Identified as Clean
42401,150470,Well Known Software Download Websites,.gov,Less than 100 KB/s,70,8069121,597,NO,764,YES,1,4.55,1.335581,NO,Correctly Identified as Clean
42402,150475,Well Known Software Download Websites,.net,1MB/s to 10MB/s,241,22585724,556,NO,3311,YES,1,4.65,1.110787,NO,Incorrectly Identified as Malware
42404,150479,Well Known Software Download Websites,.edu,Less than 100 KB/s,738,394654,602,NO,29,YES,1,5.29,2.84732,YES,Correctly Identified as Malware
42405,150483,Linked Directly to Google Search Result,.edu,Greater than 10MB/s,353,11003438,406,YES,1139,NO,1,5.62,-0.003994691,NO,Incorrectly Identified as Malware
42406,150484,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,109,14136760,544,YES,1608,YES,1,4.79,-0.5343423,YES,Correctly Identified as Malware
42416,150522,Well Known Software Download Websites,.com,1MB/s to 10MB/s,57,6041944,530,NO,538,NO,1,4.97,-0.9658577,NO,Incorrectly Identified as Malware
42424,150544,Well Known Software Download Websites,.edu,Less than 100 KB/s,56,4748832,572,NO,407,YES,1,5.41,-0.1758052,YES,Incorrectly Identified as Clean
42430,150560,Well Known Software Download Websites,.net,Less than 100 KB/s,95,409787,630,NO,30,YES,1,5.74,-0.9562267,YES,Correctly Identified as Malware
42431,150561,Well Known Software Download Websites,.com,1MB/s to 10MB/s,85,3661371,593,YES,304,NO,1,4.85,-0.01865281,NO,Correctly Identified as Clean
42441,150593,Wordpress Powered Web Site,.net,Less than 100 KB/s,266,6170593,556,YES,552,NO,1,5.4,0.626297,NO,Correctly Identified as Clean
42447,150603,Linked Directly to Google Search Result,.com,Less than 100 KB/s,572,4276775,658,YES,361,NO,1,5.89,-0.9100117,YES,Incorrectly Identified as Clean
42451,150625,Wordpress Powered Web Site,.net,Less than 100 KB/s,58,14828380,707,NO,1722,YES,1,3.95,0.2931733,NO,Incorrectly Identified as Malware
42452,150629,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,209,3391367,628,NO,279,YES,1,4.54,-0.047411,YES,Correctly Identified as Malware
42463,150658,Well Known Software Download Websites,.net,Less than 100 KB/s,29,14656810,571,NO,1693,NO,1,4.9,0.5574271,NO,Incorrectly Identified as Malware
42468,150681,Wordpress Powered Web Site,.com,Less than 100 KB/s,174,6568000,624,YES,595,YES,1,4.45,-1.156666,NO,Correctly Identified as Clean
42470,150696,Well Known Software Download Websites,.gov,Less than 100 KB/s,788,4662663,651,YES,399,YES,1,5.7,-0.3930755,YES,Correctly Identified as Malware
42472,150705,Wordpress Powered Web Site,.com,Less than 100 KB/s,173,3664566,556,NO,304,NO,1,4.97,-1.231194,NO,Correctly Identified as Clean
42473,150706,Well Known Software Download Websites,.com,1MB/s to 10MB/s,460,5315315,237,NO,463,YES,1,4.41,-1.59584,YES,Incorrectly Identified as Clean
42474,150708,Well Known Software Download Websites,.com,Less than 100 KB/s,28,7527020,546,NO,702,YES,1,5.48,-0.53403,YES,Correctly Identified as Malware
42477,150720,Linked Directly to Google Search Result,.com,Less than 100 KB/s,348,4976401,418,NO,429,YES,1,4.82,-0.428903,YES,Incorrectly Identified as Clean
42492,150760,Linked Directly to Google Search Result,.net,Less than 100 KB/s,333,4707221,653,YES,403,YES,1,4.35,0.6660496,NO,Correctly Identified as Clean
42494,150764,Linked Directly to Google Search Result,.net,Less than 100 KB/s,23,22798143,566,YES,3364,NO,1,4.65,-2.817877,NO,Correctly Identified as Clean
42499,150788,Well Known Software Download Websites,.net,Less than 100 KB/s,423,16536539,764,YES,2021,NO,1,5.74,-0.7549406,YES,Incorrectly Identified as Clean
42500,150796,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,461,7532454,688,NO,702,NO,1,5,-0.6648305,NO,Correctly Identified as Clean
42503,150815,Well Known Software Download Websites,.net,1MB/s to 10MB/s,138,132237,634,NO,9,YES,1,4.38,-0.06321162,YES,Correctly Identified as Malware
42505,150819,Well Known Software Download Websites,.net,Less than 100 KB/s,130,4177392,620,NO,352,YES,1,4.53,0.3125349,NO,Correctly Identified as Clean
42515,150853,Git Repository,.net,Less than 100 KB/s,313,5995907,553,NO,534,YES,1,5.98,0.05972409,YES,Correctly Identified as Malware
42516,150854,Linked Directly to Google Search Result,.com,Less than 100 KB/s,139,4634203,661,NO,396,YES,1,5.38,-0.8297405,YES,Correctly Identified as Malware
42518,150859,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,91,22775270,533,YES,3358,YES,1,4.36,-0.303388,NO,Correctly Identified as Clean
42519,150861,Wordpress Powered Web Site,.com,Less than 100 KB/s,436,2933301,691,NO,238,NO,1,5.75,-0.3282977,YES,Correctly Identified as Malware
42522,150877,Well Known Software Download Websites,.net,Less than 100 KB/s,439,26381581,695,YES,4335,YES,1,5.4,1.01927,YES,Correctly Identified as Malware
42524,150881,Well Known Software Download Websites,.net,Less than 100 KB/s,29,6172036,634,YES,552,YES,1,5.1,1.536717,YES,Correctly Identified as Malware
42525,150887,Linked Directly to Google Search Result,.com,Less than 100 KB/s,69,3159792,592,NO,258,YES,1,4.14,-0.3605953,NO,Correctly Identified as Clean
42528,150893,Exposed Corporate Intranet Pages,.gov,1MB/s to 10MB/s,96,11255494,714,NO,1174,NO,1,5.49,-0.006559968,NO,Incorrectly Identified as Malware
42533,150903,Well Known Software Download Websites,.net,Less than 100 KB/s,257,681982,548,NO,51,NO,1,4.86,-0.4010468,NO,Correctly Identified as Clean
42535,150907,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,476,14694275,647,NO,1699,NO,1,4.74,0.3725054,NO,Incorrectly Identified as Malware
42538,150916,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,37,1898722,636,YES,149,YES,1,4.25,-0.119786,NO,Correctly Identified as Clean
42540,150918,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,97,1152299,518,NO,88,YES,1,4.55,-0.2601414,YES,Incorrectly Identified as Clean
42544,150929,Well Known Software Download Websites,.com,Less than 100 KB/s,131,21586771,857,YES,3071,NO,1,5.25,0.6202973,YES,Correctly Identified as Malware
42547,150951,Linked Directly to Google Search Result,.net,Less than 100 KB/s,457,16429257,567,NO,2002,YES,1,5.35,1.830965,NO,Correctly Identified as Clean
42550,150958,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,107,3349677,612,NO,275,NO,1,5.34,-0.08832551,NO,Correctly Identified as Clean
42552,150964,Well Known Software Download Websites,.gov,Less than 100 KB/s,333,5312869,641,YES,463,YES,1,5.28,0.1242277,YES,Correctly Identified as Malware
42559,150976,Well Known Software Download Websites,.com,Less than 100 KB/s,143,2382922,552,YES,190,NO,1,4.61,-0.8188382,NO,Correctly Identified as Clean
42560,150978,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,284,14303694,478,YES,1635,NO,1,4.04,0.1867093,YES,Correctly Identified as Malware
42569,151023,Linked Directly to Google Search Result,.com,Less than 100 KB/s,94,1138611,500,NO,87,NO,1,5.26,0.9015825,NO,Correctly Identified as Clean
42581,151073,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,200,29167397,397,YES,5211,NO,1,3.78,-1.066908,YES,Correctly Identified as Malware
42583,151079,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,37,10485611,489,NO,1068,NO,1,4.32,0.02781182,YES,Incorrectly Identified as Clean
42584,151082,Linked Directly to Google Search Result,.net,Less than 100 KB/s,194,4664937,608,YES,399,NO,1,4.67,0.6869934,NO,Correctly Identified as Clean
42588,151099,Well Known Software Download Websites,.net,Less than 100 KB/s,295,1013363,563,YES,77,YES,1,4.07,2.080944,NO,Correctly Identified as Clean
42594,151124,Well Known Software Download Websites,.net,1MB/s to 10MB/s,368,9405001,665,YES,928,YES,1,4.7,2.155028,NO,Correctly Identified as Clean
42597,151135,Linked Directly to Google Search Result,.net,Less than 100 KB/s,315,9133504,633,NO,893,YES,1,4.58,0.01388722,NO,Correctly Identified as Clean
42599,151137,Wordpress Powered Web Site,.com,Less than 100 KB/s,180,4658104,479,NO,398,YES,1,5.47,-0.8227499,YES,Correctly Identified as Malware
42600,151139,Linked Directly to Google Search Result,.net,Less than 100 KB/s,301,6315898,594,NO,568,YES,1,5.47,-0.1332368,YES,Incorrectly Identified as Clean
42603,151147,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,117,27748495,437,YES,4751,NO,1,3.96,-0.1529363,NO,Correctly Identified as Clean
42604,151153,Well Known Software Download Websites,.gov,Less than 100 KB/s,469,5096186,511,NO,441,NO,1,4.98,-0.4893975,YES,Incorrectly Identified as Clean
42607,151164,University Web Pages,.net,Less than 100 KB/s,59,16679401,583,YES,2048,YES,1,5.07,1.894106,YES,Incorrectly Identified as Clean
42615,151191,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,700,11825395,526,NO,1254,NO,1,4.75,0.1422881,NO,Correctly Identified as Clean
42618,151201,Well Known Software Download Websites,.gov,Less than 100 KB/s,81,17384412,714,NO,2180,YES,1,4.44,0.7206734,NO,Correctly Identified as Clean
42620,151209,Linked Directly to Google Search Result,.edu,Less than 100 KB/s,201,844256,609,NO,64,NO,1,4.81,0.1671732,NO,Correctly Identified as Clean
42622,151212,Well Known Software Download Websites,.com,Less than 100 KB/s,119,12182525,533,NO,1306,NO,1,4.75,0.7702317,NO,Correctly Identified as Clean
42625,151222,Git Repository,.com,1MB/s to 10MB/s,80,4410621,356,NO,374,YES,1,4.74,0.5243106,YES,Correctly Identified as Malware
42626,151223,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,160,7978987,716,YES,754,NO,1,5.15,-0.7654946,NO,Incorrectly Identified as Malware
42628,151226,Linked Directly to Google Search Result,.com,Less than 100 KB/s,767,1260631,579,YES,97,NO,1,5.67,1.074666,NO,Correctly Identified as Clean
42633,151247,Linked Directly to Google Search Result,.net,Less than 100 KB/s,195,16908750,565,NO,2090,YES,1,5.1,-0.6501927,NO,Incorrectly Identified as Malware
42634,151249,Linked Directly to Google Search Result,.net,Less than 100 KB/s,659,20089745,720,NO,2732,YES,1,4.09,-0.8829933,NO,Incorrectly Identified as Malware
42635,151252,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,104,6112298,454,YES,546,YES,1,4.55,-1.522237,YES,Correctly Identified as Malware
42639,151259,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,150,1713831,742,NO,134,YES,1,4.42,-0.3118803,YES,Correctly Identified as Malware
42641,151269,Well Known Software Download Websites,.com,1MB/s to 10MB/s,24,2548777,631,NO,204,NO,1,4.99,-2.678271,NO,Correctly Identified as Clean
42643,151274,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,143,3728873,650,NO,310,YES,1,5.69,0.1802902,YES,Incorrectly Identified as Clean
42644,151276,Wordpress Powered Web Site,.edu,1MB/s to 10MB/s,311,7814226,382,NO,735,NO,1,4.23,0.9773661,YES,Incorrectly Identified as Clean
42649,151297,Linked Directly to Google Search Result,.net,Less than 100 KB/s,500,960497,581,YES,73,NO,1,4.96,-0.2874549,NO,Correctly Identified as Clean
42654,151318,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,558,4213408,213,NO,355,YES,1,4.79,-0.4072379,YES,Incorrectly Identified as Clean
42657,151333,Linked Directly to Google Search Result,.net,Less than 100 KB/s,613,4505170,573,NO,383,NO,1,5.34,-0.0864742,NO,Correctly Identified as Clean
42663,151356,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,923,998173,557,YES,76,NO,1,5.14,-0.03527892,NO,Correctly Identified as Clean
42668,151380,Linked Directly to Google Search Result,.net,Less than 100 KB/s,348,1059814,606,NO,81,YES,1,5.31,-1.762924,YES,Correctly Identified as Malware
42670,151387,Well Known Software Download Websites,.com,Less than 100 KB/s,241,9145136,553,YES,895,YES,1,5.85,-0.2372434,YES,Incorrectly Identified as Clean
42671,151388,Linked Directly to Google Search Result,.gov,Less than 100 KB/s,278,10950420,683,NO,1131,NO,1,5.44,-0.4203425,YES,Correctly Identified as Malware
42672,151390,Well Known Software Download Websites,.net,Less than 100 KB/s,45,7463378,608,YES,694,YES,1,4.43,-1.198285,NO,Correctly Identified as Clean
42673,151397,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,254,8014668,565,NO,758,NO,1,5.38,-1.19752,NO,Correctly Identified as Clean
42685,151438,Linked Directly to Google Search Result,.com,Less than 100 KB/s,638,32007855,828,YES,6228,YES,1,3.93,0.2867368,NO,Correctly Identified as Clean
42688,151451,Well Known Software Download Websites,.net,Less than 100 KB/s,165,4212785,559,YES,355,NO,1,4.75,1.221573,NO,Incorrectly Identified as Malware
42693,151472,Well Known Software Download Websites,.net,Less than 100 KB/s,409,10955536,566,YES,1132,NO,1,5.57,0.1436829,NO,Correctly Identified as Clean
42699,151504,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,236,1006527,576,YES,77,YES,1,4.35,0.6752643,YES,Correctly Identified as Malware
42702,151509,Linked Directly to Google Search Result,.com,Less than 100 KB/s,63,3172413,573,NO,259,YES,1,5.31,0.01433235,YES,Incorrectly Identified as Clean
42704,151512,Well Known Software Download Websites,.com,Less than 100 KB/s,292,3528812,470,YES,291,YES,1,5.43,1.058868,NO,Correctly Identified as Clean
42705,151523,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,403,11604234,425,NO,1223,NO,1,4.2,0.9192468,YES,Correctly Identified as Malware
42716,151549,Linked Directly to Google Search Result,.com,Less than 100 KB/s,85,2760829,649,YES,223,NO,1,4.7,0.3415608,YES,Correctly Identified as Malware
42721,151561,Linked Directly to Google Search Result,.com,Less than 100 KB/s,961,4238923,502,YES,358,YES,1,4.87,-1.116545,YES,Correctly Identified as Malware
